book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
1112,77392,77392,535245,5,553213172,9780553213170.0,L.M. Montgomery,1915.0,Anne of the Island,"Anne of the Island (Anne of Green Gables, #3)",eng,4.21,97049,102242,2357,1120,2561,16940,34814,46807,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1113,51893,51893,196327,970,140047484,9780140047490.0,"Friedrich Nietzsche, Walter Kaufmann",1883.0,Also sprach Zarathustra,Thus Spoke Zarathustra,eng,4.05,65362,79615,2185,1875,4197,14658,26373,32512,https://images.gr-assets.com/books/1480901846m/51893.jpg,https://images.gr-assets.com/books/1480901846s/51893.jpg,0
1114,156538,156538,1016482,434,140620192,9780140620190.0,"Elizabeth Gaskell, Alan Shelston",1854.0,North and South,North and South,eng,4.13,95274,106167,5470,2016,4265,17507,36518,45861,https://images.gr-assets.com/books/1349633381m/156538.jpg,https://images.gr-assets.com/books/1349633381s/156538.jpg,0
1120,21348,21348,868263,942,192840509,9780192840510.0,"Aesop, Laura Harris, Laura Gibbs",-560.0,Aesopica,Aesop's Fables,eng,4.05,88508,98962,1441,773,3717,22587,34885,37000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1135,11012,11012,260248,1101,192839993,9780192839990.0,"James Joyce, Jeri Johnson",1914.0,Dubliners,Dubliners,eng,3.85,73140,91256,4078,2091,6230,22010,33444,27481,https://images.gr-assets.com/books/1334138184m/11012.jpg,https://images.gr-assets.com/books/1334138184s/11012.jpg,0
1161,4799,4799,824028,155,014200068X,9780142000690.0,John Steinbeck,1945.0,Cannery Row,Cannery Row,eng,4.02,81598,88541,3926,851,3520,18946,35153,30071,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1167,6656,6656,809248,1579,679433139,9780679433130.0,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",1308.0,La Divina Commedia,The Divine Comedy,eng,4.06,74130,88924,2745,1235,4476,17788,29573,35852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1178,62446,62446,2071994,927,451528352,9780451528350.0,"Mark Twain, Everett H. Emerson",1881.0,The Prince and the Pauper,The Prince and the Pauper,eng,3.84,84682,90583,1565,1053,5031,26289,33530,24680,https://images.gr-assets.com/books/1376406798m/62446.jpg,https://images.gr-assets.com/books/1376406798s/62446.jpg,0
1184,46164,46164,8272,406,068480154X,9780684801540.0,F. Scott Fitzgerald,1933.0,Tender Is the Night,Tender Is the Night,en-US,3.83,79008,86768,3615,1719,5896,22117,32814,24222,https://images.gr-assets.com/books/1438797669m/46164.jpg,https://images.gr-assets.com/books/1438797669s/46164.jpg,0
1186,92517,92517,1324493,70,811214044,9780811214050.0,Tennessee Williams,1945.0,The Glass Menagerie,The Glass Menagerie,eng,3.67,90032,93155,1835,2327,8897,27637,32344,21950,https://images.gr-assets.com/books/1391591003m/92517.jpg,https://images.gr-assets.com/books/1391591003s/92517.jpg,0
1204,17184,17184,1326579,941,451528522,9780451528520.0,H.G. Wells,1897.0,The Invisible Man,The Invisible Man,eng,3.62,84778,95717,3699,1620,8318,33136,34502,18141,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1207,62111,62111,2441994,553,1402726023,9781402726030.0,"Johann David Wyss, Scott McKowen, Arthur Pober",1812.0,Der Schweizerische Robinson,The Swiss Family Robinson  ,eng,3.92,78355,84477,1785,1516,4885,20991,28531,28554,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1210,77390,77390,63845,203,553213148,9780553213140.0,L.M. Montgomery,1909.0,Anne of Avonlea,"Anne of Avonlea (Anne of Green Gables, #2)",en-US,4.21,99918,108145,3004,736,2515,17508,39849,47537,https://images.gr-assets.com/books/1305545757m/77390.jpg,https://images.gr-assets.com/books/1305545757s/77390.jpg,0
1214,338798,338798,2368224,842,679722769,9780679722760.0,James Joyce,1922.0,Ulysses,Ulysses,eng,3.74,76791,86484,5077,6976,8093,17457,22201,31757,https://images.gr-assets.com/books/1428891345m/338798.jpg,https://images.gr-assets.com/books/1428891345s/338798.jpg,0
1222,138959,138959,2884160,88,64400565,9780064400560.0,"E.B. White, Garth Williams",1945.0,Stuart Little,Stuart Little,en-US,3.88,89033,90474,2012,1571,5851,23885,29647,29520,https://images.gr-assets.com/books/1347367311m/138959.jpg,https://images.gr-assets.com/books/1347367311s/138959.jpg,0
1240,1848444,1848444,2766104,13,582416396,9780582416390.0,"Ronald Holt, Arthur Conan Doyle",1891.0,A Scandal in Bohemia,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",,4.22,65422,65548,538,1003,1472,9654,23231,30188,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1253,152380,152380,2768848,162,152058109,9780152058100.0,"P.L. Travers, Mary Shepard",1934.0,Mary Poppins,"Mary Poppins (Mary Poppins, #1)",en-US,4.05,82706,87604,3295,1382,4493,18678,27207,35844,https://images.gr-assets.com/books/1327947805m/152380.jpg,https://images.gr-assets.com/books/1327947805s/152380.jpg,0
1280,12914,12914,288738,830,679729526,9780679729520.0,"Virgil, Robert Fitzgerald",-17.0,Æneis,The Aeneid,eng,3.81,75051,85351,1804,1531,6436,23683,28909,24792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1314,22463,22463,481941,1004,785819118,9780785819110.0,Charles Darwin,1859.0,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,The Origin of Species,eng,3.97,64162,74056,1729,2513,4297,15150,22868,29228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1320,3586,3586,6658413,117,1593082045,9781593082050.0,"Arthur Conan Doyle, Kyle Freeman",1914.0,"Sherlock Holmes: The Complete Novels and Stories, Vol 2","The Complete Sherlock Holmes, Vol 2",,4.46,66857,71825,328,463,1077,7005,19926,43354,https://images.gr-assets.com/books/1347663158m/3586.jpg,https://images.gr-assets.com/books/1347663158s/3586.jpg,0
1322,29127,29127,902304,73,451450523,9780451450520.0,Peter S. Beagle,1968.0,The Last Unicorn,"The Last Unicorn (The Last Unicorn, #1)",eng,4.18,76277,80619,3358,1156,3142,13820,24629,37872,https://images.gr-assets.com/books/1358147318m/29127.jpg,https://images.gr-assets.com/books/1358147318s/29127.jpg,0
1327,77270,77270,17441265,1306,812504690,9780812504700.0,Rudyard Kipling,1894.0,The Jungle Book,The Jungle Book,eng,3.94,67107,81305,2330,1096,4323,20388,27903,27595,https://images.gr-assets.com/books/1327873594m/77270.jpg,https://images.gr-assets.com/books/1327873594s/77270.jpg,0
1354,51497,51497,17441791,32,141439734,9780141439730.0,"Robert Louis Stevenson, Robert Mighall",1886.0,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,eng,3.94,80299,80649,644,585,3466,20735,31129,24734,https://images.gr-assets.com/books/1327927453m/51497.jpg,https://images.gr-assets.com/books/1327927453s/51497.jpg,0
1357,29797,29797,1960084,193,486426750,9780486426750.0,John Bunyan,1678.0,,The Pilgrim's Progress,,3.98,67777,76121,2166,2639,5492,14895,20757,32338,https://images.gr-assets.com/books/1405982367m/29797.jpg,https://images.gr-assets.com/books/1405982367s/29797.jpg,0
1364,17876,17876,19376,12,451529553,9780451529560.0,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",1864.0,Записки из подполья,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",eng,4.17,65900,66960,1647,797,2379,10752,23667,29365,https://images.gr-assets.com/books/1411241656m/17876.jpg,https://images.gr-assets.com/books/1411241656s/17876.jpg,0
1365,37380,37380,860196,138,618084746,9780618084750.0,Carson McCullers,1940.0,The Heart is a Lonely Hunter,The Heart is a Lonely Hunter,eng,3.97,67643,75012,4830,1669,4615,15067,26918,26743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1367,43545,43545,1140206,109,441627404,9780441627400.0,T.H. White,1958.0,The Once and Future King,The Once and Future King (The Once and Future King #1-4),eng,4.08,76911,82929,3169,1380,3726,15249,29310,33264,https://images.gr-assets.com/books/1338741283m/43545.jpg,https://images.gr-assets.com/books/1338741283s/43545.jpg,0
1393,30933,30933,2952196,157,316926345,9780316926350.0,Evelyn Waugh,1945.0,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,eng,3.99,69087,76246,3430,1543,4150,15441,27191,27921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1411,15622,15622,3159084,103,006083756X,9780060837560.0,Richard Wright,1940.0,Native Son,Native Son,eng,3.96,66194,70034,2918,1828,3920,14032,25876,24378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1434,38296,38296,2064030,1056,553213296,9780553213290.0,James Fenimore Cooper,1826.0,The Last of the Mohicans: A Narrative of 1757,The Last of the Mohicans (The Leatherstocking Tales #2),eng,3.69,67632,73912,2021,3038,6975,19690,24157,20052,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1435,228560,228560,2912834,118,679736379,9780679736370.0,William Styron,1979.0,Sophie's Choice,Sophie's Choice,eng,4.18,66923,71077,2025,1244,2666,10630,23727,32810,https://images.gr-assets.com/books/1356714742m/228560.jpg,https://images.gr-assets.com/books/1356714742s/228560.jpg,0
1454,7714,7714,184399,416,486282228,9780486282220.0,George Bernard Shaw,1912.0,Pygmalion,Pygmalion,en-US,3.9,70079,75603,1664,895,4044,19262,29217,22185,https://images.gr-assets.com/books/1453757285m/7714.jpg,https://images.gr-assets.com/books/1453757285s/7714.jpg,0
1461,194373,194373,6328892,639,192123092,9780192123090.0,Arthur Conan Doyle,1894.0,The Memoirs of Sherlock Holmes,The Memoirs of Sherlock Holmes,eng,4.32,56918,65984,1399,398,1005,8433,23292,32856,https://images.gr-assets.com/books/1410716044m/194373.jpg,https://images.gr-assets.com/books/1410716044s/194373.jpg,0
1465,187181,187181,1336083,79,449213447,9780449213440.0,Chaim Potok,1967.0,The Chosen,The Chosen,eng,4.03,70701,73070,3495,1283,3459,13824,27376,27128,https://images.gr-assets.com/books/1403191327m/187181.jpg,https://images.gr-assets.com/books/1403191327s/187181.jpg,0
1477,31242,31242,2960365,635,143037617,9780143037610.0,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853.0,Bleak House,Bleak House,eng,4.0,67433,75694,3125,1999,4506,14750,25011,29428,https://images.gr-assets.com/books/1280113147m/31242.jpg,https://images.gr-assets.com/books/1280113147s/31242.jpg,0
1486,83346,83346,45962572,918,688120490,9780688120500.0,"Lewis Carroll, John Tenniel, Peter Glassman",1871.0,"Through the Looking-Glass, and What Alice Found There","Through the Looking-Glass, and What Alice Found There",eng,4.06,63050,77666,2131,1030,3785,16105,25471,31275,https://images.gr-assets.com/books/1359299332m/83346.jpg,https://images.gr-assets.com/books/1359299332s/83346.jpg,0
1492,112204,112204,1443553,62,316184136,9780316184140.0,"Emily Dickinson, Thomas H. Johnson",1890.0,The Complete Poems of Emily Dickinson,The Complete Poems of Emily Dickinson,eng,4.21,60278,62149,614,1141,2161,9616,19058,30173,https://images.gr-assets.com/books/1498347611m/112204.jpg,https://images.gr-assets.com/books/1498347611s/112204.jpg,0
1493,130580,130580,2686896,58,60935472,9780060935470.0,Fred Gipson,1956.0,Old Yeller,"Old Yeller (Old Yeller, #1)",en-US,4.06,69815,72061,1646,1289,3193,14512,23807,29260,https://images.gr-assets.com/books/1327940112m/130580.jpg,https://images.gr-assets.com/books/1327940112s/130580.jpg,0
1509,17728,17728,1652564,602,1844082938,9781844082930.0,"Edith Wharton, Nina Bawden",1905.0,The House of Mirth,The House of Mirth,eng,3.94,60611,67714,3489,1731,3912,14142,24545,23384,https://images.gr-assets.com/books/1328729186m/17728.jpg,https://images.gr-assets.com/books/1328729186s/17728.jpg,0
1518,17125,17125,838042,264,374529523,9780374529530.0,"Aleksandr Solzhenitsyn, H.T. Willetts",1962.0,Один день Ивана Денисовича,One Day in the Life of Ivan Denisovich,eng,3.94,61678,72038,2915,1147,3666,16109,28201,22915,https://images.gr-assets.com/books/1427731744m/17125.jpg,https://images.gr-assets.com/books/1427731744s/17125.jpg,0
1521,7728,7728,1052210,423,1580493882,9781580493890.0,"Sophocles, J.E. Thomas",-441.0,Ἀντιγόνη,"Antigone (The Theban Plays, #3)",eng,3.6,67608,78535,1893,1881,8279,25895,25697,16783,https://images.gr-assets.com/books/1486701308m/7728.jpg,https://images.gr-assets.com/books/1486701308s/7728.jpg,0
1526,35220,35220,2314709,800,1580495869,9781580495870.0,Stephen Crane,1871.0,The Red Badge of Courage,The Red Badge of Courage,eng,3.21,68448,74975,2825,6036,12395,26446,20066,10032,https://images.gr-assets.com/books/1327936136m/35220.jpg,https://images.gr-assets.com/books/1327936136s/35220.jpg,0
1545,776407,776407,3244521,146,525444440,9780525444440.0,"A.A. Milne, Ernest H. Shepard",1928.0,The House at Pooh Corner,"The House at Pooh Corner (Winnie-the-Pooh, #2)",en-US,4.36,69102,71538,866,689,1444,9318,20394,39693,https://images.gr-assets.com/books/1348195621m/776407.jpg,https://images.gr-assets.com/books/1348195621s/776407.jpg,0
1555,29981,29981,68894,680,553214322,9780553214320.0,H.G. Wells,1896.0,The Island of Dr. Moreau,The Island of Dr. Moreau,eng,3.72,60346,70563,2767,897,5007,22375,27122,15162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1561,130440,130440,3288400,330,679774386,9780679774390.0,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957.0,Доктор Живаго,Doctor Zhivago,eng,4.03,59973,66174,2162,1257,3530,12593,23103,25691,https://images.gr-assets.com/books/1385508725m/130440.jpg,https://images.gr-assets.com/books/1385508725s/130440.jpg,0
1566,5246,5246,132919,529,142437808,9780142437800.0,Edith Wharton,1911.0,Ethan Frome,Ethan Frome,eng,3.35,72421,81757,4204,7015,11389,24161,24061,15131,https://images.gr-assets.com/books/1389822254m/5246.jpg,https://images.gr-assets.com/books/1389822254s/5246.jpg,0
1569,143534,143534,171430,2,141693586X,9781416935860.0,"O. Henry, Lisbeth Zwerger",1905.0,The Gift of the Magi,The Gift of the Magi,eng,4.07,66537,70501,1253,923,2968,14163,24466,27981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1580,37793,37793,10535173,603,1406914835,9781406914830.0,"Henrik Ibsen, Michael   Meyer",1879.0,Et dukkehjem,A Doll's House,eng,3.69,69450,79492,2701,1820,7074,23481,28984,18133,https://images.gr-assets.com/books/1427119396m/37793.jpg,https://images.gr-assets.com/books/1427119396s/37793.jpg,0
1582,48328,48328,1235136,92,413757102,9780413757100.0,Richard Yates,1961.0,Revolutionary Road,Revolutionary Road,eng,3.89,56550,64720,5947,1576,4445,14100,23791,20808,https://images.gr-assets.com/books/1353721885m/48328.jpg,https://images.gr-assets.com/books/1353721885s/48328.jpg,0
1584,18545,18545,73811,43,802132758,9780802132760.0,"Tom Stoppard, Henry Popkin",1966.0,Rosencrantz and Guildenstern are Dead,Rosencrantz and Guildenstern Are Dead,eng,4.06,67077,69783,1541,1394,3749,12598,23414,28628,https://images.gr-assets.com/books/1338735611m/18545.jpg,https://images.gr-assets.com/books/1338735611s/18545.jpg,0
1598,29999,29999,980184,207,752865331,9780752865330.0,Dashiell Hammett,1930.0,The Maltese Falcon,The Maltese Falcon,eng,3.92,58742,67348,3576,1107,3626,15765,25802,21048,https://images.gr-assets.com/books/1306421260m/29999.jpg,https://images.gr-assets.com/books/1306421260s/29999.jpg,0
1605,6440,6440,1039021,880,140436588,9780140436590.0,Walter Scott,1819.0,Ivanhoe,Ivanhoe,eng,3.75,65828,71368,1780,1770,5665,20339,24748,18846,https://images.gr-assets.com/books/1405336818m/6440.jpg,https://images.gr-assets.com/books/1405336818s/6440.jpg,0
1622,162898,162898,2621763,798,1416534733,9781416534730.0,Mark Twain,1889.0,A Connecticut Yankee in King Arthur's Court,A Connecticut Yankee in King Arthur's Court,eng,3.76,50112,75361,2050,1764,5414,21300,27903,18980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1624,298275,298275,1319935,187,811201880,9780811201890.0,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938.0,La Nausée,Nausea,eng,3.91,50876,60910,1959,1414,3923,13419,22059,20095,https://images.gr-assets.com/books/1377674928m/298275.jpg,https://images.gr-assets.com/books/1377674928s/298275.jpg,0
1631,608474,608474,21539872,846,140439072,9780140439080.0,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890.0,The Sign of Four,The Sign of Four,eng,3.96,60469,72378,3132,446,2684,18124,29478,21646,https://images.gr-assets.com/books/1299346921m/608474.jpg,https://images.gr-assets.com/books/1299346921s/608474.jpg,0
1641,248596,248596,1183550,136,380729407,9780380729400.0,Ray Bradbury,1962.0,Something Wicked This Way Comes,"Something Wicked This Way Comes (Green Town, #2)",eng,3.95,64813,71886,4526,1121,3850,15942,27380,23593,https://images.gr-assets.com/books/1409596011m/248596.jpg,https://images.gr-assets.com/books/1409596011s/248596.jpg,0
1642,11334,11334,3215642,86,140003342X,9781400033420.0,Toni Morrison,1977.0,Song of Solomon,Song of Solomon,eng,4.01,59756,63633,2356,1255,3248,12645,23232,23253,https://images.gr-assets.com/books/1451448230m/11334.jpg,https://images.gr-assets.com/books/1451448230s/11334.jpg,0
1650,37677,37677,6180419,148,1587263890,9781587263900.0,Jack London,1906.0,The Call of the Wild / White Fang,The Call of the Wild/White Fang,eng,4.08,61126,63385,483,1001,2750,12179,21498,25957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1664,18521,18521,1315615,340,141183535,9780141183530.0,Virginia Woolf,1929.0,A Room of One's Own,A Room of One's Own,eng,4.1,59868,71968,3573,1097,3031,12558,26448,28834,https://images.gr-assets.com/books/1327883012m/18521.jpg,https://images.gr-assets.com/books/1327883012s/18521.jpg,0
1666,42038,42038,1118349,656,1903436575,9781903436580.0,"William Shakespeare, Katherine Duncan-Jones",1592.0,Sonnets,Shakespeare's Sonnets,en-US,4.24,58291,63657,755,902,1890,9671,19809,31385,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1679,27494,27494,28117,624,1416523715,9781416523710.0,Walt Whitman,1855.0,Leaves of Grass,Leaves of Grass,eng,4.12,57763,65305,1671,1332,3015,11052,20850,29056,https://images.gr-assets.com/books/1418012204m/27494.jpg,https://images.gr-assets.com/books/1418012204s/27494.jpg,0
1681,32067,32049,3249302,672,014303961X,9780143039620.0,"D.H. Lawrence, Doris Lessing, Chester Brown",1928.0,Lady Chatterley's Lover,Lady Chatterley's Lover,eng,3.49,46541,75707,3780,2821,9235,25753,24177,13721,https://images.gr-assets.com/books/1425007748m/32067.jpg,https://images.gr-assets.com/books/1425007748s/32067.jpg,0
1691,36529,36529,1990110,660,1580495761,9781580495770.0,Frederick Douglass,1845.0,Narrative of the Life of Frederick Douglass,Narrative of the Life of Frederick Douglass,eng,3.97,55576,65135,2762,1758,3733,13634,21887,24123,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1704,9592,9592,1222244,103,385334141,9780385334140.0,Kurt Vonnegut Jr.,1961.0,Mother Night,Mother Night,en-US,4.21,52249,57090,2195,199,1118,9073,23064,23636,https://images.gr-assets.com/books/1344621657m/9592.jpg,https://images.gr-assets.com/books/1344621657s/9592.jpg,0
1706,32559,32559,4035401,75,451526759,9780451526760.0,"Edgar Allan Poe, Stephen Marlowe",1960.0,The Fall of the House of Usher and Other Writings,The Fall of the House of Usher and Other Tales ,,4.14,57265,58151,304,360,1775,10729,21651,23636,https://images.gr-assets.com/books/1355276847m/32559.jpg,https://images.gr-assets.com/books/1355276847s/32559.jpg,0
1717,32552,32552,15570658,12,1593080646,9781593080650.0,"Edgar Allan Poe, Benjamin F. Fisher",1849.0,,Essential Tales and Poems,en-US,4.35,59354,60696,87,539,1225,7572,18628,32732,https://images.gr-assets.com/books/1328753072m/32552.jpg,https://images.gr-assets.com/books/1328753072s/32552.jpg,0
1725,6324090,6324090,55548884,3296,,,"Lewis Carroll, John Tenniel",1865.0,,Alice's Adventures in Wonderland,eng,3.99,30426,85031,5047,1724,4863,18094,27848,32502,https://images.gr-assets.com/books/1391204048m/6324090.jpg,https://images.gr-assets.com/books/1391204048s/6324090.jpg,0
1771,337113,337113,1389477,596,140434747,9780140434740.0,"Anne Brontë, Stevie Davies",1848.0,The Tenant of Wildfell Hall,The Tenant of Wildfell Hall,eng,3.91,59408,65305,2751,1345,3512,15624,24144,20680,https://images.gr-assets.com/books/1479652419m/337113.jpg,https://images.gr-assets.com/books/1479652419s/337113.jpg,0
1772,272895,272895,671846,59,965476022,9780965476030.0,"Walter Farley, Keith Ward",1941.0,The Black Stallion,"The Black Stallion (The Black Stallion, #1)",eng,4.18,60720,62791,967,491,1824,11964,20094,28418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1783,264,264,1434368,508,141439637,9780141439630.0,"Henry James, Patricia Crick",1881.0,The Portrait of a Lady,The Portrait of a Lady,eng,3.76,55019,59317,2105,1935,4908,15386,20335,16753,https://images.gr-assets.com/books/1502148606m/264.jpg,https://images.gr-assets.com/books/1502148606s/264.jpg,0
1784,264158,264158,256076,284,486290727,9780486290720.0,"Edgar Allan Poe, Gustave Doré",1844.0,The Raven,The Raven,,4.28,56633,69127,1341,566,1878,9915,22366,34402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1785,99300,99300,1467808,18,486298574,9780486298570.0,Charlotte Perkins Gilman,1892.0,The Yellow Wallpaper,The Yellow Wallpaper and Other Stories,eng,4.02,64690,64970,1385,1039,3145,13365,23546,23875,https://images.gr-assets.com/books/1327909237m/99300.jpg,https://images.gr-assets.com/books/1327909237s/99300.jpg,0
1797,2794,2794,1477756,92,006091307X,9780060913080.0,Thomas Pynchon,1966.0,The Crying of Lot 49,The Crying of Lot 49,en-US,3.7,48692,54779,3489,2227,5166,13618,19312,14456,https://images.gr-assets.com/books/1375727632m/2794.jpg,https://images.gr-assets.com/books/1375727632s/2794.jpg,0
1878,12948,12948,990886,832,140620613,9780140620610.0,Henry James,1898.0,The Turn of the Screw,The Turn of the Screw,eng,3.45,53644,66011,4401,2984,8843,21744,20385,12055,https://images.gr-assets.com/books/1443203592m/12948.jpg,https://images.gr-assets.com/books/1443203592s/12948.jpg,0
1885,42607,42607,702863,709,074348486X,9780743484860.0,William Shakespeare,1599.0,As You Like It,As You Like It,eng,3.83,56395,61497,1312,894,3908,17213,22421,17061,https://images.gr-assets.com/books/1327935363m/42607.jpg,https://images.gr-assets.com/books/1327935363s/42607.jpg,0
1887,15638,15638,2327623,501,451528921,9780451528930.0,"Edmond Rostand, Eteel Lawson, Lowell Bair",1897.0,Cyrano de Bergerac,Cyrano de Bergerac,eng,4.05,54607,60623,1463,801,2726,12688,20653,23755,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1896,1000751,1000751,1099715,405,689849109,9780689849110.0,Eleanor H. Porter,1912.0,Pollyanna,"Pollyanna (Pollyanna, #1)",eng,3.95,56529,61238,1424,1310,3432,14699,19596,22201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1907,93007,93007,1411202,472,1595406557,9781595406550.0,Howard Pyle,1883.0,The Merry Adventures of Robin Hood,The Merry Adventures of Robin Hood,eng,4.05,48879,51979,665,427,1987,11657,18235,19673,https://images.gr-assets.com/books/1389006722m/93007.jpg,https://images.gr-assets.com/books/1389006722s/93007.jpg,0
1910,93101,93101,859375,832,812972147,9780812972150.0,"Anonymous, Richard Francis Burton, A.S. Byatt",800.0,كِتَاب أَلْف لَيْلَة وَلَيْلَة‎‎ [kitāb ʾalf layla wa-layla],The Arabian Nights,eng,4.06,46656,57091,1553,656,2323,11976,20201,21935,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1949,3102,3102,1902726,131,486424545,9780486424540.0,E.M. Forster,1910.0,Howards End,Howards End,eng,3.95,52006,58759,1930,1006,3045,13142,22192,19374,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
